district,name,picture,href
Michigan 3,Justin Amash,https://en.wikipedia.org/wiki/wiki/Justin_Amash,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Justin_Amash_official_photo_%28cropped%29.jpg/75px-Justin_Amash_official_photo_%28cropped%29.jpg
Michigan 4,John Moolenaar,https://en.wikipedia.org/wiki/wiki/John_Moolenaar,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/John_Moolenaar_%28cropped%29.jpg/75px-John_Moolenaar_%28cropped%29.jpg
Michigan 5,Dan Kildee,https://en.wikipedia.org/wiki/wiki/Dan_Kildee,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Dan_Kildee_official_photo_%28cropped%29.jpg/75px-Dan_Kildee_official_photo_%28cropped%29.jpg
Michigan 6,Fred Upton,https://en.wikipedia.org/wiki/wiki/Fred_Upton,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Fred_Upton_113th_Congress_photo_%28cropped%29.jpg/75px-Fred_Upton_113th_Congress_photo_%28cropped%29.jpg
Michigan 7,Tim Walberg,https://en.wikipedia.org/wiki/wiki/Tim_Walberg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Tim_Walberg%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg/75px-Tim_Walberg%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg
Michigan 8,Elissa Slotkin,https://en.wikipedia.org/wiki/wiki/Elissa_Slotkin,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Elissa_Slotkin%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Elissa_Slotkin%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Michigan 9,Andy Levin,https://en.wikipedia.org/wiki/wiki/Andy_Levin,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Andy_Levin%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Andy_Levin%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Michigan 10,Paul Mitchell,https://en.wikipedia.org/wiki/wiki/Paul_Mitchell_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Paul_Mitchell_official_congressional_photo_%28cropped%29.jpg/75px-Paul_Mitchell_official_congressional_photo_%28cropped%29.jpg
Michigan 11,Haley Stevens,https://en.wikipedia.org/wiki/wiki/Haley_Stevens,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Haley_Stevens%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Haley_Stevens%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Michigan 12,Debbie Dingell,https://en.wikipedia.org/wiki/wiki/Debbie_Dingell,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Debbie_Dingell_official_portrait_%28crop_2%29.jpg/75px-Debbie_Dingell_official_portrait_%28crop_2%29.jpg
Michigan 13,Rashida Tlaib,https://en.wikipedia.org/wiki/wiki/Rashida_Tlaib,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Rashida_Tlaib%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Rashida_Tlaib%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Michigan 14,Brenda Lawrence,https://en.wikipedia.org/wiki/wiki/Brenda_Lawrence,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Brenda_Lawrence_official_portrait_%28cropped%29.jpg/75px-Brenda_Lawrence_official_portrait_%28cropped%29.jpg
Minnesota 1,Jim Hagedorn,https://en.wikipedia.org/wiki/wiki/Jim_Hagedorn,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Jim_Hagedorn%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Jim_Hagedorn%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Minnesota 2,Angie Craig,https://en.wikipedia.org/wiki/wiki/Angie_Craig,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Angie_Craig%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Angie_Craig%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Minnesota 3,Dean Phillips,https://en.wikipedia.org/wiki/wiki/Dean_Phillips,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Dean_Phillips%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Dean_Phillips%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Minnesota 4,Betty McCollum,https://en.wikipedia.org/wiki/wiki/Betty_McCollum,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Betty_McCollum_official_photo_%28cropped%29.jpg/75px-Betty_McCollum_official_photo_%28cropped%29.jpg
Minnesota 5,Ilhan Omar,https://en.wikipedia.org/wiki/wiki/Ilhan_Omar,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Ilhan_Omar%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Ilhan_Omar%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Minnesota 6,Tom Emmer,https://en.wikipedia.org/wiki/wiki/Tom_Emmer,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Tom_Emmer_official_portrait_114th_Congress_%28cropped%29.jpg/75px-Tom_Emmer_official_portrait_114th_Congress_%28cropped%29.jpg
Minnesota 7,Collin Peterson,https://en.wikipedia.org/wiki/wiki/Collin_Peterson,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Collin_Peterson_official_photo_%28cropped%29.jpg/75px-Collin_Peterson_official_photo_%28cropped%29.jpg
Minnesota 8,Pete Stauber,https://en.wikipedia.org/wiki/wiki/Pete_Stauber,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Pete_Stauber_official_photo_%28cropped%29.jpg/75px-Pete_Stauber_official_photo_%28cropped%29.jpg
Mississippi 1,Trent Kelly,https://en.wikipedia.org/wiki/wiki/Trent_Kelly,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Trent_Kelly_116th_Congress_%28cropped%29.jpg/75px-Trent_Kelly_116th_Congress_%28cropped%29.jpg
Mississippi 2,Bennie Thompson,https://en.wikipedia.org/wiki/wiki/Bennie_Thompson,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Bennie_Thompson_official_photo_%28cropped%29.jpg/75px-Bennie_Thompson_official_photo_%28cropped%29.jpg
Mississippi 3,Michael Guest,https://en.wikipedia.org/wiki/wiki/Michael_Guest_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Michael_Guest%2C_official_portrait%2C_116th_Congress_%28cropped_2%29.jpg/75px-Michael_Guest%2C_official_portrait%2C_116th_Congress_%28cropped_2%29.jpg
Mississippi 4,Steven Palazzo,https://en.wikipedia.org/wiki/wiki/Steven_Palazzo,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Steven_Palazzo%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg/75px-Steven_Palazzo%2C_Official_Portrait%2C_112th_Congress_%28cropped%29.jpg
Missouri 1,Lacy Clay,https://en.wikipedia.org/wiki/wiki/Lacy_Clay,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Lacy_Clay_official_photo_%28cropped%29.jpg/75px-Lacy_Clay_official_photo_%28cropped%29.jpg
Missouri 2,Ann Wagner,https://en.wikipedia.org/wiki/wiki/Ann_Wagner,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Ann_Wagner_113th_Congress_official_photo_%28cropped%29.jpg/75px-Ann_Wagner_113th_Congress_official_photo_%28cropped%29.jpg
Missouri 3,Blaine Luetkemeyer,https://en.wikipedia.org/wiki/wiki/Blaine_Luetkemeyer,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Blaine_Luetkemeyer%2C_Official_Portrait%2C_116th_congress_%28cropped%29.jpg/75px-Blaine_Luetkemeyer%2C_Official_Portrait%2C_116th_congress_%28cropped%29.jpg
Missouri 4,Vicky Hartzler,https://en.wikipedia.org/wiki/wiki/Vicky_Hartzler,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Vicky_Hartzler_official_portrait_ca_115th_Congress_%28cropped%29.jpg/75px-Vicky_Hartzler_official_portrait_ca_115th_Congress_%28cropped%29.jpg
Missouri 5,Emanuel Cleaver,https://en.wikipedia.org/wiki/wiki/Emanuel_Cleaver,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Emanuel_Cleaver_official_photo_%28cropped%29.jpg/75px-Emanuel_Cleaver_official_photo_%28cropped%29.jpg
Missouri 6,Sam Graves,https://en.wikipedia.org/wiki/wiki/Sam_Graves,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Congressman_Sam_Graves_Official_Photo%2C_116th_Congress_%28cropped%29.jpg/75px-Congressman_Sam_Graves_Official_Photo%2C_116th_Congress_%28cropped%29.jpg
Missouri 7,Billy Long,https://en.wikipedia.org/wiki/wiki/Billy_Long,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Billy_Long_115th_official_photo_%28cropped%29.jpg/75px-Billy_Long_115th_official_photo_%28cropped%29.jpg
Missouri 8,Jason Smith,https://en.wikipedia.org/wiki/wiki/Jason_Smith_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Congressman_Jason_T._Smith_%28cropped%29.jpg/75px-Congressman_Jason_T._Smith_%28cropped%29.jpg
Montana at-large,Greg Gianforte,https://en.wikipedia.org/wiki/wiki/Greg_Gianforte,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Greg_Gianforte_115th_congress_%28cropped%29.jpg/75px-Greg_Gianforte_115th_congress_%28cropped%29.jpg
Nebraska 1,Jeff Fortenberry,https://en.wikipedia.org/wiki/wiki/Jeff_Fortenberry,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Jeff_Fortenberry_Official_Portrait_115th_Congress_%28cropped%29.jpg/75px-Jeff_Fortenberry_Official_Portrait_115th_Congress_%28cropped%29.jpg
Nebraska 2,Don Bacon,https://en.wikipedia.org/wiki/wiki/Don_Bacon_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Donald_Bacon_Official_House_Photo_%28cropped%29.jpg/75px-Donald_Bacon_Official_House_Photo_%28cropped%29.jpg
Nebraska 3,Adrian Smith,https://en.wikipedia.org/wiki/wiki/Adrian_Smith_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Adriansmith.jpg/75px-Adriansmith.jpg
Nevada 1,Dina Titus,https://en.wikipedia.org/wiki/wiki/Dina_Titus,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Dina_Titus_official_photo_%28cropped_2%29.jpg/75px-Dina_Titus_official_photo_%28cropped_2%29.jpg
Nevada 2,Mark Amodei,https://en.wikipedia.org/wiki/wiki/Mark_Amodei,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Mark_Amodei_official_photo_%28cropped_2%29.jpg/75px-Mark_Amodei_official_photo_%28cropped_2%29.jpg
Nevada 3,Susie Lee,https://en.wikipedia.org/wiki/wiki/Susie_Lee,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Susie_Lee%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Susie_Lee%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Nevada 4,Steven Horsford,https://en.wikipedia.org/wiki/wiki/Steven_Horsford,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Steven_Horsford%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Steven_Horsford%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
New Hampshire 1,Chris Pappas,https://en.wikipedia.org/wiki/wiki/Chris_Pappas_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Chris_Pappas%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Chris_Pappas%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
New Hampshire 2,Ann McLane Kuster,https://en.wikipedia.org/wiki/wiki/Ann_McLane_Kuster,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Ann_McLane_Kuster_official_photo_%28cropped_2%29.jpg/75px-Ann_McLane_Kuster_official_photo_%28cropped_2%29.jpg
New Jersey 1,Donald Norcross,https://en.wikipedia.org/wiki/wiki/Donald_Norcross,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Donald_Norcross_official_portrait_%28cropped%29.jpg/75px-Donald_Norcross_official_portrait_%28cropped%29.jpg
New Jersey 2,Jeff Van Drew,https://en.wikipedia.org/wiki/wiki/Jeff_Van_Drew,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Jeff_Van_Drew_Official_Portrait_116th_Congress_%28cropped%29.jpg/75px-Jeff_Van_Drew_Official_Portrait_116th_Congress_%28cropped%29.jpg
New Jersey 3,Andy Kim,https://en.wikipedia.org/wiki/wiki/Andy_Kim_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Andy_Kim%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Andy_Kim%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
New Jersey 4,Chris Smith,https://en.wikipedia.org/wiki/wiki/Chris_Smith_(New_Jersey_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Chris_Smith_official_photo_%28cropped%29.jpg/75px-Chris_Smith_official_photo_%28cropped%29.jpg
New Jersey 5,Josh Gottheimer,https://en.wikipedia.org/wiki/wiki/Josh_Gottheimer,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Josh_Gottheimer_Photo_%28cropped%29.jpg/75px-Josh_Gottheimer_Photo_%28cropped%29.jpg
New Jersey 6,Frank Pallone,https://en.wikipedia.org/wiki/wiki/Frank_Pallone,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Frank_Pallone%2C_Official_Portrait%2C_113th_Congress_%28cropped%29.jpg/75px-Frank_Pallone%2C_Official_Portrait%2C_113th_Congress_%28cropped%29.jpg
New Jersey 7,Tom Malinowski,https://en.wikipedia.org/wiki/wiki/Tom_Malinowski,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Tom_Malinowski%2C_official_portrait%2C_116th_congress_%28cropped%29.jpg/75px-Tom_Malinowski%2C_official_portrait%2C_116th_congress_%28cropped%29.jpg
New Jersey 8,Albio Sires,https://en.wikipedia.org/wiki/wiki/Albio_Sires,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Albio_Sires_%28cropped%29.jpg/75px-Albio_Sires_%28cropped%29.jpg
New Jersey 9,Bill Pascrell,https://en.wikipedia.org/wiki/wiki/Bill_Pascrell,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Bill_pascrell_375_%28cropped%29.jpg/75px-Bill_pascrell_375_%28cropped%29.jpg
New Jersey 10,Donald Payne Jr.,https://en.wikipedia.org/wiki/wiki/Donald_Payne_Jr.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Donald_Payne_Jr_Official_Portrait_113th_Congress_%28cropped%29.png/75px-Donald_Payne_Jr_Official_Portrait_113th_Congress_%28cropped%29.png
New Jersey 11,Mikie Sherrill,https://en.wikipedia.org/wiki/wiki/Mikie_Sherrill,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Mikie_Sherrill%2C_official_portrait%2C_116th_Congress_%28cropped_2%29.jpg/75px-Mikie_Sherrill%2C_official_portrait%2C_116th_Congress_%28cropped_2%29.jpg
New Jersey 12,Bonnie Watson Coleman,https://en.wikipedia.org/wiki/wiki/Bonnie_Watson_Coleman,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Bonnie_Watson_Coleman_%28cropped_2%29.jpg/75px-Bonnie_Watson_Coleman_%28cropped_2%29.jpg
New Mexico 1,Deb Haaland,https://en.wikipedia.org/wiki/wiki/Deb_Haaland,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Deb_Haaland%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Deb_Haaland%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
New Mexico 2,Xochitl Torres Small,https://en.wikipedia.org/wiki/wiki/Xochitl_Torres_Small,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Xochitl_Torres_Small%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Xochitl_Torres_Small%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
New Mexico 3,Ben Ray Luján,https://en.wikipedia.org/wiki/wiki/Ben_Ray_Luj%C3%A1n,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/BenLujan2016_%28cropped%29.jpg/75px-BenLujan2016_%28cropped%29.jpg
New York 1,Lee Zeldin,https://en.wikipedia.org/wiki/wiki/Lee_Zeldin,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Lee_Zeldin_new_official_portrait_%28cropped%29.jpg/75px-Lee_Zeldin_new_official_portrait_%28cropped%29.jpg
New York 2,Peter T. King,https://en.wikipedia.org/wiki/wiki/Peter_T._King,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Peter_T._King%2C_official_portrait%2C_112th_Congress_%28cropped%29.jpg/75px-Peter_T._King%2C_official_portrait%2C_112th_Congress_%28cropped%29.jpg
New York 3,Thomas Suozzi,https://en.wikipedia.org/wiki/wiki/Thomas_Suozzi,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Thomas_Suozzi_official_photo_%28cropped%29.jpg/75px-Thomas_Suozzi_official_photo_%28cropped%29.jpg
New York 4,Kathleen Rice,https://en.wikipedia.org/wiki/wiki/Kathleen_Rice,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Kathleen_Rice_official_photo_%28cropped%29.jpg/75px-Kathleen_Rice_official_photo_%28cropped%29.jpg
New York 5,Gregory Meeks,https://en.wikipedia.org/wiki/wiki/Gregory_Meeks,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Gregory_Meeks%2C_official_portrait%2C_115th_congress_%28cropped%29.jpg/75px-Gregory_Meeks%2C_official_portrait%2C_115th_congress_%28cropped%29.jpg
New York 6,Grace Meng,https://en.wikipedia.org/wiki/wiki/Grace_Meng,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Grace_Meng_Official_Congressional_Photo_%28cropped%29.jpg/75px-Grace_Meng_Official_Congressional_Photo_%28cropped%29.jpg
New York 7,Nydia Velázquez,https://en.wikipedia.org/wiki/wiki/Nydia_Vel%C3%A1zquez,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Nydia_Vel%C3%A1zquez_oficial_portrait_%28cropped%29.jpg/75px-Nydia_Vel%C3%A1zquez_oficial_portrait_%28cropped%29.jpg
New York 8,Hakeem Jeffries,https://en.wikipedia.org/wiki/wiki/Hakeem_Jeffries,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Hakeem_Jeffries_official_portrait_%28cropped%29.jpg/75px-Hakeem_Jeffries_official_portrait_%28cropped%29.jpg
New York 9,Yvette Clarke,https://en.wikipedia.org/wiki/wiki/Yvette_Clarke,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Yvette_Clarke_official_photo_%28cropped%29.jpg/75px-Yvette_Clarke_official_photo_%28cropped%29.jpg
New York 10,Jerry Nadler,https://en.wikipedia.org/wiki/wiki/Jerry_Nadler,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Jerrold_Nadler_official_photo_%28cropped%29.jpg/75px-Jerrold_Nadler_official_photo_%28cropped%29.jpg
New York 11,Max Rose,https://en.wikipedia.org/wiki/wiki/Max_Rose,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Max_Rose%2C_official_116th_Congress_photo_portrait_%28cropped%29.jpg/75px-Max_Rose%2C_official_116th_Congress_photo_portrait_%28cropped%29.jpg
New York 12,Carolyn Maloney,https://en.wikipedia.org/wiki/wiki/Carolyn_Maloney,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Carolyn_Maloney_official_photo_%28cropped%29.jpg/75px-Carolyn_Maloney_official_photo_%28cropped%29.jpg
New York 13,Adriano Espaillat,https://en.wikipedia.org/wiki/wiki/Adriano_Espaillat,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Rep._Adriano_Espaillat_Official_Photo_116th_Congress_%28cropped%29.jpg/75px-Rep._Adriano_Espaillat_Official_Photo_116th_Congress_%28cropped%29.jpg
New York 14,Alexandria Ocasio-Cortez,https://en.wikipedia.org/wiki/wiki/Alexandria_Ocasio-Cortez,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Alexandria_Ocasio-Cortez_Official_Portrait_%28cropped%29.jpg/75px-Alexandria_Ocasio-Cortez_Official_Portrait_%28cropped%29.jpg
New York 15,José E. Serrano,https://en.wikipedia.org/wiki/wiki/Jos%C3%A9_E._Serrano,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Josieserrano.jpeg/75px-Josieserrano.jpeg
New York 16,Eliot Engel,https://en.wikipedia.org/wiki/wiki/Eliot_Engel,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Eliot_Engel%2C_official_photo_portrait_%28cropped%29.jpg/75px-Eliot_Engel%2C_official_photo_portrait_%28cropped%29.jpg
New York 17,Nita Lowey,https://en.wikipedia.org/wiki/wiki/Nita_Lowey,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Nita_Lowey_116th_Congress_%28cropped%29.jpg/75px-Nita_Lowey_116th_Congress_%28cropped%29.jpg
New York 18,Sean Patrick Maloney,https://en.wikipedia.org/wiki/wiki/Sean_Patrick_Maloney,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Congressman_Maloney_official_%28cropped%29.jpg/75px-Congressman_Maloney_official_%28cropped%29.jpg
New York 19,Antonio Delgado,https://en.wikipedia.org/wiki/wiki/Antonio_Delgado_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Antonio_Delgado%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Antonio_Delgado%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
New York 20,Paul Tonko,https://en.wikipedia.org/wiki/wiki/Paul_Tonko,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Paul_Tonko%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Paul_Tonko%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
New York 21,Elise Stefanik,https://en.wikipedia.org/wiki/wiki/Elise_Stefanik,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Elise_Stefanik%2C_115th_official_photo_%28cropped%29.jpg/75px-Elise_Stefanik%2C_115th_official_photo_%28cropped%29.jpg
New York 22,Anthony Brindisi,https://en.wikipedia.org/wiki/wiki/Anthony_Brindisi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Anthony_Brindisi%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Anthony_Brindisi%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
New York 23,Tom Reed,https://en.wikipedia.org/wiki/wiki/Tom_Reed_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/TomReedNewOfficial_%28cropped%29.jpg/75px-TomReedNewOfficial_%28cropped%29.jpg
New York 24,John Katko,https://en.wikipedia.org/wiki/wiki/John_Katko,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/John_Katko_115th_Congress_%28cropped%29.jpg/75px-John_Katko_115th_Congress_%28cropped%29.jpg
New York 25,Joseph Morelle,https://en.wikipedia.org/wiki/wiki/Joseph_Morelle,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Joe_Morelle_official_photo_%28cropped%29.jpg/75px-Joe_Morelle_official_photo_%28cropped%29.jpg
New York 26,Brian Higgins,https://en.wikipedia.org/wiki/wiki/Brian_Higgins,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Brian_Higgins_official_photo_%28cropped%29.jpg/75px-Brian_Higgins_official_photo_%28cropped%29.jpg
North Carolina 1,G. K. Butterfield,https://en.wikipedia.org/wiki/wiki/G._K._Butterfield,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/GK_Butterfield%2C_Official_photo_116th_Congress_%28cropped%29.jpg/75px-GK_Butterfield%2C_Official_photo_116th_Congress_%28cropped%29.jpg
North Carolina 2,George Holding,https://en.wikipedia.org/wiki/wiki/George_Holding,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/George_Holding_%28cropped%29.jpg/75px-George_Holding_%28cropped%29.jpg
North Carolina 3,Greg Murphy,https://en.wikipedia.org/wiki/wiki/Greg_Murphy_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Rep._Greg_Murphy_116th_Congress_Portrait_%28cropped%29.jpg/75px-Rep._Greg_Murphy_116th_Congress_Portrait_%28cropped%29.jpg
North Carolina 4,David Price,https://en.wikipedia.org/wiki/wiki/David_Price_(American_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/David_Price%2C_115th_Congress_official_photo_%28cropped%29.jpg/75px-David_Price%2C_115th_Congress_official_photo_%28cropped%29.jpg
North Carolina 5,Virginia Foxx,https://en.wikipedia.org/wiki/wiki/Virginia_Foxx,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Virginia_Foxx_official_photo_%28cropped%29.jpg/75px-Virginia_Foxx_official_photo_%28cropped%29.jpg
North Carolina 6,Mark Walker,https://en.wikipedia.org/wiki/wiki/Mark_Walker_(North_Carolina_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Walker_Official_Photo_2017_%28cropped%29.jpg/75px-Walker_Official_Photo_2017_%28cropped%29.jpg
North Carolina 7,David Rouzer,https://en.wikipedia.org/wiki/wiki/David_Rouzer,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/David_Rouzer_official_photo_%28cropped%29.jpg/75px-David_Rouzer_official_photo_%28cropped%29.jpg
North Carolina 8,Richard Hudson,https://en.wikipedia.org/wiki/wiki/Richard_Hudson_(American_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Richard_Hudson_official_photo_%28cropped%29.jpg/75px-Richard_Hudson_official_photo_%28cropped%29.jpg
North Carolina 9,Dan Bishop,https://en.wikipedia.org/wiki/wiki/Dan_Bishop,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Representative_Dan_Bishop_of_NC_%28cropped_2%29.jpg/75px-Representative_Dan_Bishop_of_NC_%28cropped_2%29.jpg
North Carolina 10,Patrick McHenry,https://en.wikipedia.org/wiki/wiki/Patrick_McHenry,https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Patrick_McHenry%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Patrick_McHenry%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
North Carolina 12,Alma Adams,https://en.wikipedia.org/wiki/wiki/Alma_Adams,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Alma_Adams_official_portrait_%28cropped%29.jpg/75px-Alma_Adams_official_portrait_%28cropped%29.jpg
North Carolina 13,Ted Budd,https://en.wikipedia.org/wiki/wiki/Ted_Budd,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Ted_Budd_official_congressional_photo_%28cropped%29.jpg/75px-Ted_Budd_official_congressional_photo_%28cropped%29.jpg
North Dakota at-large,Kelly Armstrong,https://en.wikipedia.org/wiki/wiki/Kelly_Armstrong,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Kelly_Armstrong_%28cropped_2%29.jpg/75px-Kelly_Armstrong_%28cropped_2%29.jpg
Ohio 1,Steve Chabot,https://en.wikipedia.org/wiki/wiki/Steve_Chabot,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/SteveChabot_%28cropped%29.jpg/75px-SteveChabot_%28cropped%29.jpg
